,City,State,Median Age,Male Population,Female Population,Total Population,Foreign-born,Average Household Size,State Code,CO,NO2,O3,SO2,PM2.5,PM10
640,Tempe,Arizona,28.8,91350.0,84476.0,175826,26620.0,2.44,AZ,,,,,,
643,Westland,Michigan,39.9,37742.0,44253.0,81995,6429.0,2.41,MI,263.69,5.1,39.34,0.4,3.18,3.31
644,Schenectady,New York,36.7,32398.0,32901.0,65299,10961.0,2.8200000000000003,NY,273.71,12.68,38.27,0.76,4.22,4.63
646,New Braunfels,Texas,37.0,33071.0,36852.0,69923,5405.0,2.85,TX,230.31,4.88,74.39,0.31,2.54,4.53
647,Santa Maria,California,30.1,53320.0,51762.0,105082,39192.0,3.83,CA,260.35,2.91,54.36,1.94,10.28,14.85
648,Mesa,Arizona,36.9,234998.0,236835.0,471833,57492.0,2.68,AZ,236.99,5.31,153.07,3.22,11.23,19.55
649,Sandy,Utah,34.6,46923.0,46689.0,93612,6691.0,3.22,UT,253.68,9.34,127.32,4.23,16.3,22.41
650,Apple Valley,California,34.3,32873.0,39312.0,72185,5801.0,3.03,CA,250.34,6.94,64.37,0.95,3.75,4.81
651,Schaumburg,Illinois,36.9,35971.0,39840.0,75811,24614.0,2.719999999999999,IL,226.97,5.18,68.67,0.95,1.56,2.22
652,Brockton,Massachusetts,35.2,46273.0,49041.0,95314,27313.0,2.88,MA,263.69,11.31,54.36,1.55,3.17,6.08
653,Bloomington,Minnesota,40.9,43318.0,43118.0,86436,10728.0,2.3,MN,216.96,2.14,71.53,0.73,1.15,1.28
656,Indianapolis,Indiana,34.1,410615.0,437808.0,848423,72456.0,2.53,IN,240.33,8.4,67.23,1.48,2.55,3.05
657,Ontario,California,31.0,85059.0,86141.0,171200,48557.0,3.52,CA,423.91,12.0,280.38,14.66,53.85,59.32
660,West Covina,California,39.8,51629.0,56860.0,108489,37038.0,3.56,CA,527.38,27.42,331.88,20.74,72.15,81.04
661,Baton Rouge,Louisiana,31.2,111492.0,117104.0,228596,12268.0,2.52,LA,247.0,5.57,100.14,3.28,6.2,7.34
662,The Woodlands,Texas,38.8,56083.0,63061.0,119144,21188.0,2.93,TX,273.71,8.4,77.96,0.9,7.37,9.13
663,Ogden,Utah,31.3,44323.0,41127.0,85450,12791.0,2.68,UT,,,,,,
664,Phoenix,Arizona,33.8,786833.0,776168.0,1563001,300702.0,2.89,AZ,250.34,7.63,150.2,3.34,11.92,20.26
665,Orlando,Florida,33.1,130940.0,139977.0,270917,50558.0,2.42,FL,,,,,,
668,Springfield,Missouri,34.1,81057.0,85741.0,166798,7765.0,2.12,MO,226.97,4.46,54.36,0.34,1.81,2.08
669,Augusta-Richmond County consolidated government,Georgia,33.7,94662.0,101917.0,196579,7915.0,2.67,GA,,,,,,
670,Livermore,California,36.7,41522.0,46595.0,88117,13959.0,2.91,CA,,,,,,
671,Decatur,Illinois,40.4,34646.0,38210.0,72856,1224.0,2.23,IL,220.3,2.06,92.98,2.33,2.15,2.39
672,Iowa City,Iowa,25.5,37089.0,37138.0,74227,9202.0,2.36,IA,270.37,9.68,38.27,0.07,2.79,3.41
673,Waterbury,Connecticut,36.2,52235.0,56572.0,108807,19967.0,2.71,CT,243.66,8.14,60.08,0.87,2.43,2.81
674,Waco,Texas,29.3,63452.0,68890.0,132342,14235.0,2.5700000000000003,TX,,,,,,
675,Bay,Texas,32.9,37977.0,37508.0,75485,13192.0,2.59,TX,226.97,2.12,55.08,0.3,0.5,0.52
676,Chattanooga,Tennessee,36.6,83640.0,92957.0,176597,10599.0,2.4,TN,216.96,0.93,86.55,1.7,2.83,3.03
677,Saint Charles,Missouri,34.9,32054.0,36747.0,68801,5274.0,2.33,MO,,,,,,
678,Quincy,Massachusetts,41.0,44129.0,49500.0,93629,32935.0,2.39,MA,323.77,26.39,40.41,3.43,4.47,7.63
679,Dayton,Ohio,32.8,66631.0,73966.0,140597,7381.0,2.26,OH,236.99,5.83,50.78,0.81,1.74,1.94
681,Mesa,Arizona,36.9,234998.0,236835.0,471833,57492.0,2.68,AZ,236.99,5.31,153.07,3.22,11.23,19.55
682,Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,80165.0,2.58,OK,447.27,40.1,32.9,0.88,5.49,6.69
684,Yakima,Washington,34.0,45147.0,48553.0,93700,15717.0,2.74,WA,240.33,4.58,59.37,0.18,3.28,3.76
685,Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,27757.0,2.06,MA,236.99,21.76,1.11,1.83,3.12,3.67
686,Lakewood,Colorado,37.7,76013.0,76576.0,152589,14169.0,2.29,CO,250.34,11.31,100.14,2.15,4.73,5.9
688,Buffalo,New York,33.1,124537.0,133529.0,258066,24630.0,2.27,NY,327.11,21.25,30.04,2.3,4.98,5.6
689,Oceanside,California,39.4,87482.0,88232.0,175714,37492.0,2.719999999999999,CA,,,,,,
691,Spokane Valley,Washington,36.0,49933.0,44975.0,94908,4199.0,2.39,WA,240.33,4.58,77.96,1.13,5.24,8.78
694,Newark,New Jersey,34.6,138040.0,143873.0,281913,86253.0,2.73,NJ,390.53,56.21,23.96,10.25,6.16,8.81
695,Chattanooga,Tennessee,36.6,83640.0,92957.0,176597,10599.0,2.4,TN,216.96,0.93,86.55,1.7,2.83,3.03
697,Long Beach,California,34.6,238159.0,236013.0,474172,127764.0,2.78,CA,277.04,12.0,128.75,6.97,12.89,17.18
698,Warren,Michigan,43.2,64063.0,71293.0,135356,18822.0,2.45,MI,290.39,9.85,33.98,1.25,3.28,3.67
699,Framingham,Massachusetts,40.3,35442.0,35768.0,71210,19070.0,2.49,MA,257.02,12.0,55.79,1.51,3.18,5.25
700,Waco,Texas,29.3,63452.0,68890.0,132342,14235.0,2.5700000000000003,TX,,,,,,
703,Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,7645.0,2.64,MN,236.99,4.28,68.67,0.68,3.72,4.46
704,Spokane,Washington,36.6,102756.0,110511.0,213267,13253.0,2.34,WA,297.07,9.34,57.22,1.12,10.09,15.87
705,Torrance,California,41.2,73209.0,75259.0,148468,43096.0,2.7,CA,320.44,16.79,150.2,4.17,16.64,21.05
706,Scottsdale,Arizona,46.9,115712.0,121132.0,236844,27207.0,2.17,AZ,,,,,,
707,San Diego,California,34.5,693826.0,701081.0,1394907,373842.0,2.73,CA,257.02,4.97,141.62,3.13,18.1,24.1
708,Centreville,Virginia,36.0,34749.0,37033.0,71782,27797.0,2.969999999999999,VA,,,,,,
709,Ellicott City,Maryland,42.4,34406.0,36526.0,70932,17587.0,2.73,MD,313.76,24.33,53.64,3.99,7.53,9.53
711,Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,7645.0,2.64,MN,236.99,4.28,68.67,0.68,3.72,4.46
712,Providence,Rhode Island,29.9,89090.0,90114.0,179204,53532.0,2.719999999999999,RI,257.02,10.8,59.37,1.25,3.11,5.05
713,Phoenix,Arizona,33.8,786833.0,776168.0,1563001,300702.0,2.89,AZ,250.34,7.63,150.2,3.34,11.92,20.26
715,McKinney,Texas,35.6,77339.0,85548.0,162887,25760.0,2.91,TX,233.65,7.97,61.51,0.29,2.0,3.0
716,Cranston,Rhode Island,39.9,38365.0,42712.0,81077,10631.0,2.56,RI,,,,,,
718,Fontana,California,29.5,100644.0,106828.0,207472,61448.0,4.15,CA,357.15,7.54,234.6,8.46,47.19,52.27
719,Nashua,New Hampshire,38.3,42926.0,45049.0,87975,12693.0,2.46,NH,,,,,,
720,Rapid City,South Dakota,39.5,36122.0,37446.0,73568,2375.0,2.31,SD,178.58,1.82,61.51,0.32,1.34,3.08
721,Indianapolis,Indiana,34.1,410615.0,437808.0,848423,72456.0,2.53,IN,240.33,8.4,67.23,1.48,2.55,3.05
723,Providence,Rhode Island,29.9,89090.0,90114.0,179204,53532.0,2.719999999999999,RI,257.02,10.8,59.37,1.25,3.11,5.05
726,Pearland,Texas,33.9,52336.0,59329.0,111665,16882.0,3.0,TX,273.71,10.28,115.87,5.07,6.66,8.74
728,San Angelo,Texas,32.8,49669.0,50744.0,100413,7859.0,2.5,TX,,,,,,
729,Boise,Idaho,34.9,110099.0,108181.0,218280,13409.0,2.61,ID,223.64,2.49,90.84,0.51,6.94,20.84
730,Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,8948.0,2.6,TN,,,,,,
732,Bk,California,37.0,50405.0,54909.0,105314,32435.0,2.52,CA,,,,,,
733,Jacksonville,Florida,35.7,419203.0,448828.0,868031,85650.0,2.62,FL,206.95,1.65,79.39,0.19,1.41,1.73
734,Olathe,Kansas,33.0,65046.0,69270.0,134316,11913.0,2.969999999999999,KS,,,,,,
735,Redlands,California,36.2,33993.0,37035.0,71028,8681.0,2.8200000000000003,CA,397.21,9.85,263.21,9.54,56.02,63.19
737,Norwalk,Connecticut,42.4,40880.0,47603.0,88483,22328.0,2.7,CT,253.68,9.08,60.08,1.1,2.74,3.37
739,Hialeah,Florida,43.0,111530.0,125552.0,237082,170148.0,3.31,FL,,,,,,
740,San Clemente,California,45.2,34076.0,31456.0,65532,8109.0,2.64,CA,,,,,,
741,Wichita,Kansas,34.6,192354.0,197601.0,389955,40270.0,2.56,KS,203.61,2.57,81.54,0.38,2.08,3.19
742,Redwood City,California,37.1,42676.0,42624.0,85300,27652.0,2.64,CA,223.64,2.12,90.84,1.03,5.85,11.2
743,Gilbert,Arizona,33.2,116711.0,130812.0,247523,24531.0,3.2,AZ,226.97,5.48,145.91,2.59,8.82,17.46
745,Santa Clara,California,35.2,63278.0,62938.0,126216,52281.0,2.75,CA,317.1,12.51,153.07,4.53,22.79,27.94
747,Davis,California,26.3,33493.0,34163.0,67656,13997.0,2.69,CA,233.65,1.71,143.05,0.32,13.34,15.57
749,Oshkosh,Wisconsin,33.0,32905.0,33652.0,66557,2348.0,2.3,WI,230.31,5.91,50.78,0.47,0.86,1.03
751,Arden-Arcade,California,41.5,47596.0,48680.0,96276,13458.0,2.18,CA,273.71,5.74,161.65,2.41,21.49,24.93
752,Pasadena,Texas,31.5,78827.0,74959.0,153786,38072.0,2.95,TX,347.14,22.28,170.23,8.94,24.68,29.08
753,Livonia,Michigan,47.4,45369.0,49264.0,94633,7175.0,2.52,MI,283.72,9.51,33.62,0.84,3.16,3.65
755,Madison,Wisconsin,30.7,122596.0,126360.0,248956,30090.0,2.23,WI,267.03,13.88,24.32,0.07,1.8,2.34
757,Hesperia,California,29.4,43588.0,49698.0,93286,16667.0,3.52,CA,,,,,,
758,Ogden,Utah,31.3,44323.0,41127.0,85450,12791.0,2.68,UT,,,,,,
760,Plymouth,Minnesota,38.4,39035.0,36893.0,75928,8830.0,2.46,MN,,,,,,
761,Hemet,California,36.8,38622.0,45251.0,83873,13330.0,2.969999999999999,CA,,,,,,
762,Whittier,California,36.1,44397.0,43039.0,87436,17145.0,3.11,CA,,,,,,
763,Toms River,New Jersey,43.7,43864.0,43886.0,87750,6852.0,2.71,NJ,223.64,4.63,89.41,0.61,1.68,2.14
764,Charlotte,North Carolina,34.3,396646.0,430475.0,827121,128897.0,2.52,NC,270.37,4.46,45.06,0.62,6.95,7.51
766,Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,7024.0,2.24,AZ,203.61,1.15,118.73,0.69,6.27,16.14
767,Phoenix,Arizona,33.8,786833.0,776168.0,1563001,300702.0,2.89,AZ,250.34,7.63,150.2,3.34,11.92,20.26
769,Moreno Valley,California,30.7,98584.0,105597.0,204181,54442.0,3.9,CA,467.3,10.88,343.32,15.02,69.89,75.93
770,Urban Honolulu,Hawaii,41.4,176807.0,175959.0,352766,101312.0,2.69,HI,,,,,,
771,Yorba Linda,California,45.5,31960.0,36006.0,67966,15532.0,3.0,CA,,,,,,
772,Redwood City,California,37.1,42676.0,42624.0,85300,27652.0,2.64,CA,223.64,2.12,90.84,1.03,5.85,11.2
774,San Mateo,California,39.3,50966.0,52558.0,103524,34957.0,2.64,CA,226.97,2.57,86.55,1.06,5.3,11.51
775,Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,8948.0,2.6,TN,,,,,,
777,Conroe,Texas,31.5,34907.0,33685.0,68592,13839.0,2.65,TX,250.34,5.83,57.22,0.55,4.82,6.76
780,Cincinnati,Ohio,32.7,143654.0,154883.0,298537,16896.0,2.08,OH,257.02,10.97,49.35,3.87,2.66,2.95
782,East Los Angeles,California,32.6,60460.0,59206.0,119666,49575.0,3.75,CA,427.25,25.02,251.77,13.23,46.77,54.06
783,South Bend,Indiana,32.4,50483.0,53274.0,103757,8779.0,2.719999999999999,IN,210.29,2.23,65.09,0.75,1.21,1.4
785,Carson,California,40.4,43790.0,49506.0,93296,33860.0,3.7,CA,367.17,19.54,168.8,5.07,24.12,29.99
786,Davis,California,26.3,33493.0,34163.0,67656,13997.0,2.69,CA,233.65,1.71,143.05,0.32,13.34,15.57
787,Port Saint Lucie,Florida,42.1,84069.0,95341.0,179410,34003.0,2.91,FL,223.64,2.7,92.98,0.2,4.78,7.13
790,Asheville,North Carolina,37.9,42100.0,46407.0,88507,6630.0,2.18,NC,230.31,2.61,55.79,0.92,2.04,2.18
791,Washington,District of Columbia,33.8,319705.0,352523.0,672228,95117.0,2.24,DC,,,,,,
792,Yuba City,California,34.5,33654.0,33290.0,66944,18032.0,2.9,CA,350.48,2.21,158.79,1.07,26.26,30.27
793,Temple,Texas,33.6,33512.0,38785.0,72297,3968.0,2.59,TX,,,,,,
794,Hampton,Virginia,35.5,66214.0,70240.0,136454,6204.0,2.48,VA,353.81,25.36,76.53,1.82,6.56,8.12
795,Napa,California,37.2,39828.0,40601.0,80429,18449.0,2.84,CA,220.3,1.08,108.72,0.51,8.58,11.43
797,Overland Park,Kansas,38.2,93355.0,93156.0,186511,21407.0,2.41,KS,293.73,18.51,62.94,4.59,5.89,6.92
798,Baldwin Park,California,35.8,38747.0,38309.0,77056,34322.0,4.13,CA,487.33,29.13,317.57,18.36,63.91,72.23
799,Union City,California,38.5,38599.0,35911.0,74510,32752.0,3.46,CA,253.68,8.48,98.71,1.64,7.9,13.26
800,Lakeland,Florida,38.1,47840.0,56570.0,104410,11592.0,2.56,FL,,,,,,
802,Laguna Niguel,California,45.8,30193.0,35619.0,65812,12571.0,2.58,CA,267.03,7.54,133.04,3.55,12.63,18.77
803,Kennewick,Washington,32.0,38492.0,40411.0,78903,8376.0,2.78,WA,290.39,5.18,49.35,0.44,6.35,9.58
805,Joliet,Illinois,33.1,70863.0,79162.0,150025,22409.0,3.13,IL,230.31,4.33,68.67,0.44,2.23,2.73
806,Garland,Texas,34.5,116406.0,120430.0,236836,62975.0,3.12,TX,600.82,44.55,10.01,1.13,6.16,8.36
807,College Station,Texas,22.9,54125.0,53774.0,107899,16145.0,2.52,TX,,,,,,
808,Canton,Ohio,33.4,34476.0,37419.0,71895,2204.0,2.32,OH,,,,,,
809,Peoria,Illinois,33.1,56229.0,62432.0,118661,7517.0,2.4,IL,273.71,13.71,40.41,0.19,2.9,3.4
810,Rockford,Illinois,36.3,71076.0,78270.0,149346,18323.0,2.52,IL,236.99,6.68,31.47,0.02,1.19,1.74
811,Bk,California,37.0,50405.0,54909.0,105314,32435.0,2.52,CA,,,,,,
812,Somerville,Massachusetts,31.0,41028.0,39306.0,80334,22292.0,2.43,MA,,,,,,
813,Denton,Texas,28.7,62478.0,68569.0,131047,18451.0,2.66,TX,240.33,9.0,42.56,0.38,2.45,3.3
815,Modesto,California,35.2,104852.0,106405.0,211257,39613.0,2.969999999999999,CA,,,,,,
816,Southfield,Michigan,41.6,31369.0,41808.0,73177,4011.0,2.27,MI,,,,,,
817,Portland,Oregon,36.7,313516.0,318671.0,632187,86041.0,2.43,OR,270.37,7.88,44.35,2.71,4.33,5.52
818,Brockton,Massachusetts,35.2,46273.0,49041.0,95314,27313.0,2.88,MA,263.69,11.31,54.36,1.55,3.17,6.08
819,Fishers,Indiana,34.5,42161.0,43910.0,86071,6138.0,2.8,IN,,,,,,
822,Pasco,Washington,28.6,35298.0,32799.0,68097,16265.0,3.45,WA,280.38,3.56,60.08,0.54,5.87,9.26
823,Santa Maria,California,30.1,53320.0,51762.0,105082,39192.0,3.83,CA,260.35,2.91,54.36,1.94,10.28,14.85
825,Boulder,Colorado,29.0,56342.0,51000.0,107342,12993.0,2.24,CO,173.57,0.98,89.41,0.57,1.91,2.25
827,Palm Bay,Florida,40.7,51767.0,56128.0,107895,12070.0,2.8200000000000003,FL,,,,,,
828,Henderson,Nevada,42.5,139412.0,146246.0,285658,35666.0,2.55,NV,201.94,7.11,121.59,1.85,7.55,19.41
834,Raleigh,North Carolina,32.8,219184.0,232765.0,451949,65125.0,2.42,NC,260.35,5.27,59.37,1.18,6.05,6.35
835,Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,7024.0,2.24,AZ,203.61,1.15,118.73,0.69,6.27,16.14
836,Bloomington,Indiana,23.5,40588.0,43227.0,83815,10033.0,2.33,IN,216.96,2.14,71.53,0.73,1.15,1.28
838,Fayetteville,North Carolina,30.7,101051.0,100914.0,201965,12863.0,2.5,NC,267.03,9.08,47.92,1.07,4.29,8.32
839,New Braunfels,Texas,37.0,33071.0,36852.0,69923,5405.0,2.85,TX,230.31,4.88,74.39,0.31,2.54,4.53
840,North Charleston,South Carolina,30.7,56549.0,55315.0,111864,8789.0,2.8200000000000003,SC,,,,,,
841,Carrollton,Texas,36.9,66928.0,66218.0,133146,35327.0,2.78,TX,,,,,,
842,Woodbury,Minnesota,37.7,31982.0,35868.0,67850,9477.0,2.719999999999999,MN,,,,,,
843,Merced,California,29.7,40048.0,42392.0,82440,16348.0,3.15,CA,,,,,,
845,Fort Smith,Arkansas,34.9,43346.0,44849.0,88195,13177.0,2.44,AR,300.41,15.59,40.41,0.5,3.43,5.5
848,Columbia,Maryland,37.9,52202.0,51265.0,103467,23249.0,2.68,MD,240.33,2.66,60.8,0.95,4.39,4.63
849,Yonkers,New York,38.0,96580.0,104538.0,201118,61247.0,2.8,NY,373.84,50.04,30.4,6.97,5.55,8.57
850,Sandy,Utah,34.6,46923.0,46689.0,93612,6691.0,3.22,UT,253.68,9.34,127.32,4.23,16.3,22.41
851,Lincoln,Nebraska,32.3,138544.0,138802.0,277346,22958.0,2.4,NE,,,,,,
855,Tucson,Arizona,33.6,264893.0,266781.0,531674,82220.0,2.45,AZ,203.61,1.15,118.73,0.69,6.27,16.14
856,Waukegan,Illinois,32.3,45514.0,42833.0,88347,30997.0,2.92,IL,267.03,16.28,47.92,0.62,2.57,3.7
857,Topeka,Kansas,37.1,60879.0,66378.0,127257,6711.0,2.32,KS,220.3,5.83,51.5,2.27,1.93,2.93
858,Charleston,South Carolina,35.0,63956.0,71568.0,135524,5767.0,2.4,SC,230.31,2.91,75.1,0.57,4.3,4.48
860,North Charleston,South Carolina,30.7,56549.0,55315.0,111864,8789.0,2.8200000000000003,SC,,,,,,
861,Kirkland,Washington,40.8,42159.0,45108.0,87267,18570.0,2.3,WA,293.73,12.85,41.13,3.1,4.28,6.1
862,Richmond,Virginia,33.6,104793.0,115496.0,220289,15741.0,2.29,VA,273.71,7.11,58.65,0.57,5.22,5.43
863,Clarksville,Tennessee,29.7,75029.0,74161.0,149190,8211.0,2.64,TN,223.64,3.13,83.69,0.53,1.94,2.12
864,Franklin,Tennessee,38.3,34991.0,37644.0,72635,6876.0,2.73,TN,,,,,,
865,Lafayette,Louisiana,31.7,64018.0,63643.0,127661,5396.0,2.54,LA,223.64,3.94,94.41,0.81,3.78,5.26
868,Elizabeth,New Jersey,34.2,65896.0,63116.0,129012,63413.0,3.18,NJ,323.77,34.96,40.05,6.14,4.33,6.15
869,Norfolk,Virginia,30.2,128917.0,117476.0,246393,16702.0,2.51,VA,413.9,39.07,47.21,2.59,7.83,10.18
870,Augusta-Richmond County consolidated government,Georgia,33.7,94662.0,101917.0,196579,7915.0,2.67,GA,,,,,,
871,Springfield,Illinois,38.8,55639.0,62170.0,117809,4264.0,2.22,IL,226.97,4.46,54.36,0.34,1.81,2.08
872,Plano,Texas,38.1,138565.0,145054.0,283619,74030.0,2.65,TX,,,,,,
874,Johns Creek,Georgia,39.0,40282.0,43057.0,83339,29000.0,3.19,GA,230.31,1.89,66.52,0.79,2.78,3.27
877,Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,27757.0,2.06,MA,236.99,21.76,1.11,1.83,3.12,3.67
878,Skokie,Illinois,43.4,31382.0,33437.0,64819,27424.0,2.78,IL,267.03,15.42,62.23,1.03,2.69,3.75
879,Carmichael,California,41.0,29281.0,33934.0,63215,7378.0,2.39,CA,340.46,3.6,27.54,1.15,1.38,3.08
881,New York,New York,36.0,4081698.0,4468707.0,8550405,3212500.0,2.68,NY,,,,,,
882,Simi Valley,California,39.0,63243.0,63523.0,126766,23260.0,3.13,CA,,,,,,
885,Frisco,Texas,37.2,73989.0,80399.0,154388,30913.0,3.05,TX,236.99,5.66,78.68,0.63,3.43,4.89
886,Modesto,California,35.2,104852.0,106405.0,211257,39613.0,2.969999999999999,CA,,,,,,
888,Springfield,Missouri,34.1,81057.0,85741.0,166798,7765.0,2.12,MO,226.97,4.46,54.36,0.34,1.81,2.08
889,Portland,Maine,40.3,31480.0,35392.0,66872,9229.0,2.13,ME,270.37,7.88,44.35,2.71,4.33,5.52
890,Baldwin Park,California,35.8,38747.0,38309.0,77056,34322.0,4.13,CA,487.33,29.13,317.57,18.36,63.91,72.23
891,Laredo,Texas,28.8,124305.0,131484.0,255789,68427.0,3.66,TX,580.79,22.62,50.07,1.31,11.15,13.85
892,Hesperia,California,29.4,43588.0,49698.0,93286,16667.0,3.52,CA,,,,,,
893,East Los Angeles,California,32.6,60460.0,59206.0,119666,49575.0,3.75,CA,427.25,25.02,251.77,13.23,46.77,54.06
895,Whittier,California,36.1,44397.0,43039.0,87436,17145.0,3.11,CA,,,,,,
897,Eagan,Minnesota,36.8,31587.0,34701.0,66288,8642.0,2.49,MN,343.8,30.5,40.77,3.37,5.89,7.35
898,Lauderhill,Florida,35.7,32813.0,38761.0,71574,25471.0,3.02,FL,,,,,,
899,Pine Hills,Florida,29.2,35344.0,40737.0,76081,20735.0,3.3,FL,210.29,2.12,88.69,0.29,2.93,4.43
900,Huntington Beach,California,41.6,99967.0,101960.0,201927,35368.0,2.67,CA,,,,,,
901,Elizabeth,New Jersey,34.2,65896.0,63116.0,129012,63413.0,3.18,NJ,323.77,34.96,40.05,6.14,4.33,6.15
903,Bakersfield,California,30.6,182154.0,191473.0,373627,71575.0,3.23,CA,,,,,,
904,Bellingham,Washington,30.7,41286.0,43857.0,85143,8713.0,2.44,WA,,,,,,
905,Lansing,Michigan,31.4,54333.0,59777.0,114110,8371.0,2.39,MI,205.28,3.0,30.4,0.27,0.73,0.79
906,Waukegan,Illinois,32.3,45514.0,42833.0,88347,30997.0,2.92,IL,267.03,16.28,47.92,0.62,2.57,3.7
909,Albany,New York,32.8,47627.0,50825.0,98452,11948.0,2.08,NY,283.72,14.91,44.7,1.24,4.04,4.5
910,New York,New York,36.0,4081698.0,4468707.0,8550405,3212500.0,2.68,NY,,,,,,
911,Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,12868.0,2.44,GA,223.64,1.89,66.52,0.75,2.57,3.27
912,Camarillo,California,40.8,31941.0,35682.0,67623,9735.0,2.77,CA,,,,,,
913,Modesto,California,35.2,104852.0,106405.0,211257,39613.0,2.969999999999999,CA,,,,,,
915,Paterson,New Jersey,34.0,70640.0,77117.0,147757,49810.0,3.37,NJ,400.54,62.38,23.25,10.13,7.46,9.46
918,Livermore,California,36.7,41522.0,46595.0,88117,13959.0,2.91,CA,,,,,,
919,Providence,Rhode Island,29.9,89090.0,90114.0,179204,53532.0,2.719999999999999,RI,257.02,10.8,59.37,1.25,3.11,5.05
920,Daly City,California,39.7,53817.0,52757.0,106574,56640.0,3.26,CA,230.31,1.39,87.98,1.01,5.32,12.63
921,Missoula,Montana,34.7,35002.0,36022.0,71024,2771.0,2.15,MT,223.64,4.71,45.78,0.08,5.47,9.5
922,West Covina,California,39.8,51629.0,56860.0,108489,37038.0,3.56,CA,527.38,27.42,331.88,20.74,72.15,81.04
923,Suffolk,Virginia,38.2,43048.0,45113.0,88161,2829.0,2.719999999999999,VA,230.31,2.57,72.96,0.89,6.89,7.94
924,Omaha,Nebraska,34.2,218789.0,225098.0,443887,48263.0,2.47,NE,247.0,8.05,69.38,0.61,3.34,5.11
925,Troy,Michigan,43.3,42371.0,40905.0,83276,21004.0,2.59,MI,283.72,14.91,44.7,1.24,4.04,4.5
926,Newton,Massachusetts,42.3,41985.0,46824.0,88809,21692.0,2.71,MA,293.73,18.85,41.49,2.41,3.92,7.74
928,Fort Smith,Arkansas,34.9,43346.0,44849.0,88195,13177.0,2.44,AR,300.41,15.59,40.41,0.5,3.43,5.5
929,Riverview,Florida,32.2,44210.0,45536.0,89746,12240.0,3.22,FL,,,,,,
930,Norwalk,Connecticut,42.4,40880.0,47603.0,88483,22328.0,2.7,CT,253.68,9.08,60.08,1.1,2.74,3.37
931,Renton,Washington,36.3,52779.0,47468.0,100247,28962.0,2.5700000000000003,WA,,,,,,
932,Hawthorne,California,33.7,43682.0,44762.0,88444,32107.0,2.969999999999999,CA,320.44,16.79,150.2,4.17,16.64,21.05
933,Flint,Michigan,35.3,48984.0,49313.0,98297,2138.0,2.38,MI,267.03,5.57,39.7,0.41,3.22,3.32
934,Chino,California,36.5,50989.0,34610.0,85599,18666.0,3.62,CA,467.3,16.28,323.3,18.84,70.91,77.83
935,Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,23642.0,2.46,FL,236.99,8.65,75.82,0.52,6.0,9.71
937,Sterling Heights,Michigan,39.6,64985.0,67077.0,132062,34313.0,2.66,MI,,,,,,
939,Deltona,Florida,39.9,44853.0,43621.0,88474,7098.0,2.89,FL,,,,,,
940,Springfield,Massachusetts,31.8,74744.0,79592.0,154336,16226.0,2.81,MA,226.97,4.46,54.36,0.34,1.81,2.08
941,Bellingham,Washington,30.7,41286.0,43857.0,85143,8713.0,2.44,WA,,,,,,
942,Lakewood,Colorado,37.7,76013.0,76576.0,152589,14169.0,2.29,CO,250.34,11.31,100.14,2.15,4.73,5.9
943,Kansas City,Kansas,33.4,74606.0,76655.0,151261,25507.0,2.71,KS,293.73,15.77,72.24,4.53,5.98,7.65
945,Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,19146.0,2.45,IN,,,,,,
946,Manteca,California,35.3,37053.0,38397.0,75450,13942.0,3.25,CA,327.11,8.91,214.58,8.23,39.48,46.1
948,Charleston,South Carolina,35.0,63956.0,71568.0,135524,5767.0,2.4,SC,230.31,2.91,75.1,0.57,4.3,4.48
949,Wichita,Kansas,34.6,192354.0,197601.0,389955,40270.0,2.56,KS,203.61,2.57,81.54,0.38,2.08,3.19
951,Arlington,Virginia,34.4,113981.0,115183.0,229164,55205.0,2.19,VA,283.72,13.37,77.25,1.39,3.43,4.9
954,Springfield,Illinois,38.8,55639.0,62170.0,117809,4264.0,2.22,IL,226.97,4.46,54.36,0.34,1.81,2.08
955,Norman,Oklahoma,30.9,59483.0,60814.0,120297,8705.0,2.47,OK,473.98,41.13,36.48,1.16,6.44,7.71
956,Little Rock,Arkansas,36.6,96997.0,100989.0,197986,16640.0,2.36,AR,,,,,,
958,Urban Honolulu,Hawaii,41.4,176807.0,175959.0,352766,101312.0,2.69,HI,,,,,,
959,Jersey City,New Jersey,34.3,131765.0,132512.0,264277,109186.0,2.5700000000000003,NJ,340.46,44.55,39.7,8.23,5.13,6.89
960,Brandon,Florida,36.1,55679.0,58289.0,113968,16390.0,2.64,FL,,,,,,
961,Largo,Florida,45.1,38166.0,42841.0,81007,10489.0,2.28,FL,203.61,0.86,90.84,0.29,2.08,4.99
